test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp,activity->feature->hyp_base,activity->obj->hyp_base,activity->selector->hyp_base
_2738d30ce1b1638f,12,120,2,5,206,2500,pbp04,interleaved-dis-dis,266,275,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:53.562Z,,,
_2738d30ce1b1638f,12,120,3,5,108,2500,pbp04,interleaved-dis-dis,168,94,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:53.564Z,,,
_2738d30ce1b1638f,12,120,4,5,73,2500,pbp04,interleaved-dis-dis,87,211,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:53.566Z,,,
_2738d30ce1b1638f,12,120,5,5,45,2500,pbp04,interleaved-dis-dis,73,76,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:53.568Z,,,
_2738d30ce1b1638f,13,120,1,5,45,2500,pbp04,blocked-sim-sim,52,37,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:55.608Z,,,
_2738d30ce1b1638f,13,120,2,5,180,2500,pbp04,blocked-sim-sim,221,372,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:55.610Z,,,
_2738d30ce1b1638f,13,120,3,5,33,2500,pbp04,blocked-sim-sim,65,37,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:55.613Z,,,
_2738d30ce1b1638f,13,120,4,5,108,2500,pbp04,blocked-sim-sim,148,95,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:55.616Z,,,
_2738d30ce1b1638f,13,120,5,5,67,2500,pbp04,blocked-sim-sim,106,71,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:55.620Z,,,
_2738d30ce1b1638f,14,120,1,5,115,2500,pbp04,blocked-sim-dis,208,276,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:57.530Z,,,
_2738d30ce1b1638f,14,120,4,5,60,2500,pbp04,blocked-sim-dis,116,55,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:57.532Z,,,
_2738d30ce1b1638f,14,120,2,5,47,2500,pbp04,blocked-sim-dis,73,42,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:57.535Z,,,
_2738d30ce1b1638f,14,120,3,5,109,2500,pbp04,blocked-sim-dis,174,224,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:57.537Z,,,
_2738d30ce1b1638f,14,120,5,5,85,2500,pbp04,blocked-sim-dis,127,136,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:57.539Z,,,
_2738d30ce1b1638f,15,120,1,5,105,2500,pbp04,blocked-dis-sim,178,116,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:59.330Z,,,
_2738d30ce1b1638f,15,120,2,5,119,2500,pbp04,blocked-dis-sim,161,266,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:59.332Z,,,
_2738d30ce1b1638f,15,120,3,5,53,2500,pbp04,blocked-dis-sim,105,55,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:55:59.335Z,,,
_2738d30ce1b1638f,15,120,4,5,47,2500,pbp04,blocked-dis-sim,62,40,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:59.337Z,,,
_2738d30ce1b1638f,15,120,5,5,62,2500,pbp04,blocked-dis-sim,84,92,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:55:59.339Z,,,
_2738d30ce1b1638f,16,120,1,5,50,2500,pbp04,blocked-dis-dis,89,54,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:56:01.277Z,,,
_2738d30ce1b1638f,16,120,2,5,87,2500,pbp04,blocked-dis-dis,143,96,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:56:01.279Z,,,
_2738d30ce1b1638f,16,120,3,5,100,2500,pbp04,blocked-dis-dis,182,150,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:56:01.281Z,,,
_2738d30ce1b1638f,16,120,4,5,84,2500,pbp04,blocked-dis-dis,117,49,"Only in the left scenes, exists: (square objects)",true,2022-05-24T14:56:01.282Z,,,
_2738d30ce1b1638f,16,120,5,5,95,2500,pbp04,blocked-dis-dis,120,60,"Only in the right scenes, exists: (circle objects)",true,2022-05-24T14:56:01.286Z,,,
_2738d30ce1b1638f,17,120,1,5,2499,2500,pbp08,interleaved-sim-sim,618,45153,,false,2022-05-24T14:57:00.385Z,,,
_2738d30ce1b1638f,17,120,2,5,2499,2500,pbp08,interleaved-sim-sim,633,57119,,false,2022-05-24T14:57:00.387Z,,,
_2738d30ce1b1638f,17,120,3,5,2499,2500,pbp08,interleaved-sim-sim,609,44058,,false,2022-05-24T14:57:00.389Z,,,
_2738d30ce1b1638f,17,120,4,5,2499,2500,pbp08,interleaved-sim-sim,614,51128,,false,2022-05-24T14:57:00.392Z,,,
_2738d30ce1b1638f,17,120,5,5,2499,2500,pbp08,interleaved-sim-sim,632,60026,,false,2022-05-24T14:57:00.395Z,,,
_2738d30ce1b1638f,18,120,2,5,2499,2500,pbp08,interleaved-sim-dis,619,56659,,false,2022-05-24T14:57:58.968Z,,,
_2738d30ce1b1638f,18,120,1,5,2499,2500,pbp08,interleaved-sim-dis,601,57006,,false,2022-05-24T14:57:58.970Z,,,
_2738d30ce1b1638f,18,120,3,5,2499,2500,pbp08,interleaved-sim-dis,631,59519,,false,2022-05-24T14:57:58.973Z,,,
_2738d30ce1b1638f,18,120,4,5,2499,2500,pbp08,interleaved-sim-dis,628,57969,,false,2022-05-24T14:57:58.975Z,,,
_2738d30ce1b1638f,18,120,5,5,2499,2500,pbp08,interleaved-sim-dis,624,51069,,false,2022-05-24T14:57:58.986Z,,,
_2738d30ce1b1638f,19,120,1,5,2499,2500,pbp08,interleaved-dis-sim,629,65056,,false,2022-05-24T14:59:00.975Z,,,
_2738d30ce1b1638f,19,120,2,5,2499,2500,pbp08,interleaved-dis-sim,625,49593,,false,2022-05-24T14:59:00.977Z,,,
_2738d30ce1b1638f,19,120,3,5,2499,2500,pbp08,interleaved-dis-sim,640,64474,,false,2022-05-24T14:59:00.978Z,,,
_2738d30ce1b1638f,19,120,4,5,2499,2500,pbp08,interleaved-dis-sim,628,59581,,false,2022-05-24T14:59:00.979Z,,,
_2738d30ce1b1638f,19,120,5,5,2499,2500,pbp08,interleaved-dis-sim,627,66852,,false,2022-05-24T14:59:00.981Z,,,
_2738d30ce1b1638f,20,120,2,5,2499,2500,pbp08,interleaved-dis-dis,628,64067,,false,2022-05-24T15:00:02.310Z,,,
_2738d30ce1b1638f,20,120,3,5,2499,2500,pbp08,interleaved-dis-dis,640,69732,,false,2022-05-24T15:00:02.312Z,,,
_2738d30ce1b1638f,20,120,5,5,2499,2500,pbp08,interleaved-dis-dis,627,64089,,false,2022-05-24T15:00:02.314Z,,,
_2738d30ce1b1638f,20,120,1,5,2499,2500,pbp08,interleaved-dis-dis,618,55502,,false,2022-05-24T15:00:02.316Z,,,
_2738d30ce1b1638f,20,120,4,5,2499,2500,pbp08,interleaved-dis-dis,638,64712,,false,2022-05-24T15:00:02.320Z,,,
_2738d30ce1b1638f,21,120,1,5,2499,2500,pbp08,blocked-sim-sim,603,42630,,false,2022-05-24T15:25:57.162Z,,,
_2738d30ce1b1638f,21,120,2,5,2499,2500,pbp08,blocked-sim-sim,635,56351,,false,2022-05-24T15:25:57.167Z,,,
_2738d30ce1b1638f,21,120,3,5,2499,2500,pbp08,blocked-sim-sim,609,43136,,false,2022-05-24T15:25:57.168Z,,,
_2738d30ce1b1638f,21,120,4,5,2499,2500,pbp08,blocked-sim-sim,605,44575,,false,2022-05-24T15:25:57.169Z,,,
_2738d30ce1b1638f,21,120,5,5,2499,2500,pbp08,blocked-sim-sim,606,51150,,false,2022-05-24T15:25:57.171Z,,,
_019b535286fa490a,22,120,4,5,2499,2500,pbp08,blocked-sim-dis,624,47972,,false,2022-05-24T15:29:15.842Z,,,
_019b535286fa490a,22,120,5,5,2499,2500,pbp08,blocked-sim-dis,623,48917,,false,2022-05-24T15:29:15.844Z,,,
_019b535286fa490a,22,120,1,5,2499,2500,pbp08,blocked-sim-dis,598,59911,,false,2022-05-24T15:29:15.846Z,,,
_019b535286fa490a,22,120,3,5,2499,2500,pbp08,blocked-sim-dis,595,54623,,false,2022-05-24T15:29:15.848Z,,,
_019b535286fa490a,22,120,2,5,2499,2500,pbp08,blocked-sim-dis,621,56862,,false,2022-05-24T15:29:15.852Z,,,
_019b535286fa490a,23,120,3,5,2499,2500,pbp08,blocked-dis-sim,615,60112,,false,2022-05-24T15:30:18.757Z,,,
_019b535286fa490a,23,120,1,5,2499,2500,pbp08,blocked-dis-sim,635,66981,,false,2022-05-24T15:30:18.759Z,,,
_019b535286fa490a,23,120,4,5,2499,2500,pbp08,blocked-dis-sim,609,47881,,false,2022-05-24T15:30:18.760Z,,,
_019b535286fa490a,23,120,2,5,2499,2500,pbp08,blocked-dis-sim,610,55251,,false,2022-05-24T15:30:18.762Z,,,
_019b535286fa490a,23,120,5,5,2499,2500,pbp08,blocked-dis-sim,614,53125,,false,2022-05-24T15:30:18.765Z,,,
_019b535286fa490a,24,120,3,5,2499,2500,pbp08,blocked-dis-dis,626,54901,,false,2022-05-24T15:31:23.309Z,,,
_019b535286fa490a,24,120,1,5,2499,2500,pbp08,blocked-dis-dis,620,58100,,false,2022-05-24T15:31:23.310Z,,,
_019b535286fa490a,24,120,4,5,2499,2500,pbp08,blocked-dis-dis,619,54267,,false,2022-05-24T15:31:23.312Z,,,
_019b535286fa490a,24,120,5,5,2499,2500,pbp08,blocked-dis-dis,616,63456,,false,2022-05-24T15:31:23.316Z,,,
_019b535286fa490a,24,120,2,5,2499,2500,pbp08,blocked-dis-dis,626,49957,,false,2022-05-24T15:31:23.317Z,,,
_019b535286fa490a,25,120,2,5,56,2500,pbp11b,interleaved-sim-sim,96,63,"Only in the right scenes, exists: ( objects that are far (any object))",true,2022-05-24T15:31:25.814Z,,,
_019b535286fa490a,25,120,3,5,216,2500,pbp11b,interleaved-sim-sim,252,914,"Only in the left scenes, exists: ( objects that are close)",true,2022-05-24T15:31:25.815Z,,,
_019b535286fa490a,25,120,4,5,72,2500,pbp11b,interleaved-sim-sim,74,141,"Only in the left scenes, exists: ( objects that are close)",true,2022-05-24T15:31:25.817Z,,,
_019b535286fa490a,25,120,1,5,36,2500,pbp11b,interleaved-sim-sim,57,55,"Only in the left scenes, exists: ( objects that are close)",true,2022-05-24T15:31:25.818Z,,,
_019b535286fa490a,25,120,5,5,55,2500,pbp11b,interleaved-sim-sim,124,128,"Only in the right scenes, exists: ( objects that are far (single objects))",true,2022-05-24T15:31:25.819Z,,,
_019b535286fa490a,26,120,5,5,307,2500,pbp11b,interleaved-sim-dis,376,1401,"Only in the left scenes, all: ( objects that are close (any object))",true,2022-05-24T15:31:32.776Z,,,
_019b535286fa490a,26,120,1,5,44,2500,pbp11b,interleaved-sim-dis,91,55,"Only in the left scenes, all: ( objects that are close (any object))",true,2022-05-24T15:31:32.778Z,,,
_019b535286fa490a,26,120,3,5,189,2500,pbp11b,interleaved-sim-dis,225,418,"Only in the left scenes, all: ( objects that are close (any object))",true,2022-05-24T15:31:32.779Z,,,
_019b535286fa490a,26,120,4,5,671,2500,pbp11b,interleaved-sim-dis,688,6057,"Only in the right scenes, exists: ( objects that are far (top-most objects))",true,2022-05-24T15:31:32.782Z,,,
_019b535286fa490a,26,120,2,5,163,2500,pbp11b,interleaved-sim-dis,233,155,"Only in the left scenes, exists: ( objects that are close)",true,2022-05-24T15:31:32.784Z,,,
