test_id,trial_curr,trial_total,rep,reps,steps,steps_max,pbp,pres_mode,perception_count,retrieval_count,sol,solved,timestamp
_28285661f1e40490,7,60,8,100,76,2500,pbp04,fullblocked-dis-sim,108,49,"Only in the right scenes, exists: (circle objects)",1,1449520158628
_28285661f1e40490,7,60,9,100,66,2500,pbp04,fullblocked-dis-sim,105,55,"Only in the left scenes, exists: (square objects)",1,1449520158629
_28285661f1e40490,7,60,10,100,93,2500,pbp04,fullblocked-dis-sim,134,143,"Only in the left scenes, exists: (square objects)",1,1449520158631
_28285661f1e40490,7,60,11,100,119,2500,pbp04,fullblocked-dis-sim,226,135,"Only in the left scenes, exists: (square objects)",1,1449520158632
_28285661f1e40490,7,60,12,100,95,2500,pbp04,fullblocked-dis-sim,126,50,"Only in the left scenes, exists: (square objects)",1,1449520158633
_28285661f1e40490,7,60,13,100,145,2500,pbp04,fullblocked-dis-sim,243,225,"Only in the left scenes, exists: (square objects)",1,1449520158688
_28285661f1e40490,7,60,14,100,76,2500,pbp04,fullblocked-dis-sim,124,82,"Only in the right scenes, exists: (circle objects)",1,1449520158688
_28285661f1e40490,7,60,15,100,32,2500,pbp04,fullblocked-dis-sim,56,38,"Only in the left scenes, exists: (square objects)",1,1449520158689
_28285661f1e40490,7,60,16,100,100,2500,pbp04,fullblocked-dis-sim,178,124,"Only in the left scenes, exists: (square objects)",1,1449520158690
_28285661f1e40490,7,60,17,100,125,2500,pbp04,fullblocked-dis-sim,235,237,"Only in the left scenes, exists: (square objects)",1,1449520158691
_28285661f1e40490,7,60,18,100,135,2500,pbp04,fullblocked-dis-sim,243,158,"Only in the left scenes, exists: (square objects)",1,1449520158692
_28285661f1e40490,7,60,19,100,168,2500,pbp04,fullblocked-dis-sim,272,145,"Only in the right scenes, exists: (circle objects)",1,1449520158695
_28285661f1e40490,7,60,20,100,95,2500,pbp04,fullblocked-dis-sim,164,80,"Only in the right scenes, exists: (circle objects)",1,1449520158696
_28285661f1e40490,7,60,21,100,121,2500,pbp04,fullblocked-dis-sim,192,142,"Only in the left scenes, exists: (stable at the end and can-move-up at the end objects)",1,1449520158697
_28285661f1e40490,7,60,24,100,67,2500,pbp04,fullblocked-dis-sim,98,41,"Only in the left scenes, exists: (square objects)",1,1449520158700
_28285661f1e40490,7,60,23,100,84,2500,pbp04,fullblocked-dis-sim,140,74,"Only in the right scenes, exists: (circle objects)",1,1449520158699
_28285661f1e40490,7,60,22,100,98,2500,pbp04,fullblocked-dis-sim,128,76,"Only in the right scenes, exists: (circle objects)",1,1449520158698
_28285661f1e40490,7,60,25,100,62,2500,pbp04,fullblocked-dis-sim,101,70,"Only in the left scenes, exists: (square objects)",1,1449520158708
_28285661f1e40490,8,60,1,100,137,2500,pbp04,fullblocked-dis-dis,190,91,"Only in the right scenes, exists: (circle objects)",1,1449520188893
_28285661f1e40490,8,60,2,100,100,2500,pbp04,fullblocked-dis-dis,191,71,"Only in the left scenes, exists: (square objects)",1,1449520188894
_28285661f1e40490,8,60,3,100,78,2500,pbp04,fullblocked-dis-dis,127,51,"Only in the right scenes, exists: (circle objects)",1,1449520188895
_28285661f1e40490,8,60,7,100,52,2500,pbp04,fullblocked-dis-dis,108,61,"Only in the left scenes, exists: (square objects)",1,1449520188897
